"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49"
"11","H11",16.3190694902023,15.6470970640644,15.2252882857007,15.2983287668026,15.8686531900736,16.5874932582519,17.5997125921897,18.6606255801955,19.5998044330314,20.6893249428021,21.7064136421467,22.7314150602773,23.9731032390104,24.7302895597672,25.0766231743256,25.3919145844157,25.1618370689446,24.3571744354715,23.5963360906595,23.4618198712968,22.3631693013883,20.4178578213732,18.6727989937125,17.3258107880574,16.3653284615669,15.6817912925878,15.312936863023,15.4084981591314,15.8692618607495,16.5034967049847,17.5284981231154,18.7007978448016,19.6996264238707,20.6193278150794,21.4891182108684,22.2907374909622,23.2037435047366,23.970668556307,24.504472739027,24.7217681703053,24.504472739027,23.8276309474823,22.8659312796401,22.5287277252194,21.4678147372136,19.8341426432334,18.1956011838465,16.9082627044247
"12","H12",15.6330898782536,14.1877086808397,13.159669339103,12.4455935952151,11.9765626106239,11.8482969944295,12.2369226673765,12.776786902702,13.7129344597025,14.9477303170958,16.3701385683255,18.0816230590381,19.6246392777342,20.8268901280334,21.7572944484879,22.2531272036272,22.3143883934514,22.3584198736375,22.195694838167,21.9219338961403,21.1944572669784,20.5512147738247,19.7490760695645,18.1065104174042,16.4333141703317,15.05685181147,14.0747583621014,13.3893988009436,12.8763363361662,12.7346698346979,13.0026875401786,13.4449167542218,14.0690151255554,15.030050040922,16.155724403941,17.4020067344263,18.4874784416232,19.3566215722535,20.309998838892,20.9608989807738,21.428015553183,21.6730603124796,21.5237361622832,20.7790298234833,19.6878148797404,18.7306087887378,17.9418709697517,16.4964897723379
"13","H13",14.1998097050428,12.9381541389153,12.022835394862,11.4785918173168,11.1569933396765,11.1075166508088,11.5775451950523,12.5670789724072,13.4823977164605,14.2492863939106,15.337773549001,16.4509990485252,17.5889628924834,18.5784966698383,19.5432921027593,20.1122740247383,20.5823025689819,21.1760228353949,21.0028544243578,20.4338725023787,19.8154138915319,18.9990485252141,18.6032350142721,16.7478591817317,15.0409134157945,13.4823977164605,12.5670789724072,11.8496669838249,11.4043767840152,11.2064700285442,11.453853472883,12.2454804947669,13.0123691722169,13.9029495718363,14.7193149381541,15.5604186489058,14.6450999048525,15.2388201712655,15.9809705042816,17.8116079923882,18.3311132254995,18.9000951474786,18.6527117031399,18.1826831588963,17.1931493815414,19.7659372026641,16.4509990485252,14.3977164605138
"14","H14",23.1266141204092,22.2196880764716,20.2924702331041,18.7053496562133,17.1182290793225,16.6647660573537,16.3246687908771,15.9845715244005,16.3246687908771,16.5514003018615,17.9117893677679,19.0454469226899,19.8390072111353,20.5192017440885,21.1993962770418,22.3330538319638,23.4667113868858,24.4870031863156,25.280563474761,25.6206607412376,26.0741237632064,25.9607580077142,25.9607580077142,25.280563474761,24.3736374308234,23.013248364917,21.1993962770418,19.3855441891665,18.0251551232601,17.2315948348147,16.8914975683381,16.4380345463693,16.6647660573537,16.8914975683381,17.5716921012913,18.9320811671977,20.4058359885963,20.9726647660574,21.5394935435184,22.6731510984404,23.8068086533624,25.1671977192688,25.847392252222,26.1874895186986,26.7543182961597,26.5275867851752,26.414221029683,25.5072949857454
"15","H15",15.4557361614469,14.2787258798764,13.4617024437719,12.8884318560079,12.4675067984568,12.3896413052369,12.8365215271947,13.5643946159894,14.3441780335975,15.3620718725012,16.5977633953388,18.1336320369662,19.6063054956906,20.713349681904,21.5619707094601,21.9287284673799,22.1453976659049,22.2289055861697,22.0709176289119,21.7436568603065,21.0485098483723,20.3669046613459,19.7552655696765,18.2487375486826,16.6451597825162,15.2717930397824,14.1816761347038,13.3691666402352,12.810566362788,12.5171601564521,12.6209808140787,13.1479835000743,13.6580589049351,14.4118871581365,15.3440161059574,16.3641669156791,17.2624413012305,18.0377107772026,18.8197511656286,19.4855575569293,20.0261020678327,20.3330500990763,20.3149943325326,19.719154036589,18.7644553805884,17.7397906292308,17.0277163361618,15.6746623307898
"16","H16",17.7683376758728,16.3592704533611,14.8515685252736,13.7243147472642,13.0620531526837,12.5688796248046,12.2307034914018,12.2870661803022,12.7802397081813,13.4706826472121,13.9497655028661,14.6120270974466,15.2179260031266,16.0070036477332,16.8947159979156,17.9233350703491,18.9378634705576,19.8960291818656,20.6991974986972,21.0514643043252,24.5882230328296,23.7568733715477,19.0505888483585,19.1774048983846,18.5574153204794,17.063804064617,15.5842834809797,14.3443043251694,13.4002292860865,12.7802397081813,12.5547889525795,12.5970609692548,12.9352371026576,13.4143199583116,14.2597602918187,15.5138301198541,16.7397186034393,17.9374257425743,18.7405940594059,19.8537571651902,20.8260135487233,21.6432725377801,21.8969046378322,21.9250859822824,21.389640437728,20.9528295987494,19.952391870766,19.6705784262637
"17","H17",43.7670874267002,40.0282632701241,36.8388403396543,34.4417456781662,32.6817312085904,31.52259919275,31.0713340568121,31.7381768334476,32.9890097860026,33.7129645495393,35.8719585332419,38.9640497677252,42.5781928261366,46.0065208285736,48.9851924834361,51.7362205848755,53.464059287183,54.2290381539867,54.4011785088721,54.1992755692636,53.0658841672378,51.0299624933364,49.2900578783033,47.3353800167542,44.0188628055746,40.6098402634986,37.6279510319092,35.4399988576651,33.6445910440941,32.536940255883,32.1033717919427,32.6809268144087,33.6630921102734,34.2591481989186,36.2443930393725,39.0332276673521,42.4100744421598,45.664653301348,48.521057040591,51.0484635595156,52.6950584494707,53.2927233264793,52.9122448785317,51.7885062066865,49.6842110273399,47.2790724240347,45.4724030919199,43.6536678470794
"18","H18",20.132716970815,18.1860798861971,16.9277408176755,16.0425839039715,15.5029922493775,15.3819027835828,16.0383351507857,17.244981055547,18.0869423118623,19.5074421269744,21.6204887113687,23.8404622509383,25.847290005688,27.4320749439837,28.8270822399812,29.6336372197483,29.8651942683733,29.369506396699,28.484349482995,27.272038573986,25.964130718297,25.3622240169783,24.2625050673924,22.4426224528169,20.3685227726257,18.5571376644218,17.2917173405906,16.3931060417983,15.8733419020713,15.8004049723821,16.3265422418877,17.3080042278027,18.1138510820389,19.8034385989171,22.0658996703445,24.2688781971711,25.8996912949793,26.9916208637246,27.2833685824814,27.1240403380147,26.714035655587,26.1404539755068,25.4974759933922,24.5599177903969,23.5076432513856,23.0077066265256,22.0552777873801,20.6581461147897
"19","H19",18.0013531626987,16.4048764919895,15.2226207953022,14.5581413161422,14.1698091529967,14.1352907384949,14.8429182357822,16.1977660049786,17.0089487457714,18.4242037403459,20.2795685198187,22.2557477500479,24.1111125295206,25.5954043530989,26.6568455990298,27.096955383928,27.381732303568,26.3548094721389,25.1121465500734,23.9212612497606,22.7303759494479,22.4110806153061,21.5826386672624,19.943013978426,18.1135380098296,16.4566541137423,15.4469904895641,14.6530669560222,14.2733643965022,14.307882811004,14.9551030829131,15.9561371034659,16.6896534116295,18.1653156315823,19.943013978426,21.936452415906,23.5415586902406,24.2491861875279,23.9385204570116,23.4380034467352,23.8090764026297,24.0334460968916,23.9557796642625,23.4552626539861,22.3161549754261,21.8328971724006,20.7628263228442,19.4511265717751
"20","H20",14.7163810809951,12.7902032389551,11.8605715012957,11.239223810315,10.8974825802757,10.7875518349483,11.3180871710933,12.3289720683426,13.0769790963308,14.4057072355048,16.147870569062,17.9234910859797,19.5103174967918,20.9800437658421,22.2561963311639,23.0663381282502,23.307707808208,22.6194457505064,21.5416464865362,20.0336834365024,18.8244452379016,18.3417058779859,17.5028864951621,16.183717551234,14.6422973178397,13.2299262202645,12.2453291099414,11.6072528272805,11.2511728043723,11.2440034079379,11.6908957856817,12.5082069792024,13.1821302440352,14.489350193906,16.1765481547996,17.6821214060219,18.934375983229,19.7253993898236,19.4792501122428,19.1876946572442,19.433843934825,19.8162117446592,19.7469075791267,19.1876946572442,18.3799426589693,17.7992215477836,16.8648102125012,15.8993314926698
"21","H21",18.7426230261164,17.0436031931214,15.8935356745882,15.0527195730257,14.5447523861141,14.4019254264691,14.9024407720078,15.8860838332154,16.6287840233697,17.8583378498792,19.8839967297146,21.9493987635382,23.6968555654562,25.1363029239659,26.4167776665228,27.0005052407242,27.1048310199432,26.7968215765348,26.210610055209,25.3375026410311,24.2532597212908,23.7564702964385,22.7094865835622,21.0589037194904,19.1698619314894,17.4546964421867,16.2959351087186,15.4414572979726,14.8999568248836,14.770791574422,15.1272379867535,15.9332788285764,16.6648012566715,18.3104162264948,20.5472106118924,22.7864889444143,24.5091062750898,25.6554478729366,26.2118520287712,26.0404596771971,24.918957550593,23.5217372931958,22.4660597653846,21.6128239282007,20.7657979588275,20.4466107533599,19.6852809597737,18.3911445080333
"22","H22",39.4719178082192,38.777397260274,37.4462328767123,36.2308219178082,35.2469178082192,34.6681506849315,34.3208904109589,34.2630136986301,34.552397260274,34.6681506849315,35.1311643835616,36.4623287671233,37.272602739726,38.2565068493151,39.2404109589041,40.6294520547945,42.1342465753425,43.2917808219178,43.6390410958904,43.9284246575342,44.0441780821918,43.7547945205479,42.5972602739726,41.4397260273973,40.3400684931507,39.9349315068493,38.5458904109589,37.3304794520548,36.3465753424657,35.7678082191781,35.2469178082192,35.1311643835616,35.1311643835616,35.3626712328767,35.8256849315068,36.6359589041096,37.5041095890411,38.777397260274,39.8191780821918,41.2082191780822,42.7708904109589,43.4654109589041,43.8126712328767,44.2178082191781,44.2178082191781,44.1599315068493,42.8287671232877,41.9606164383562
"23","H23",9.5620411817368,8.59373321396598,7.94819456878544,7.50438675022381,7.18161742763354,7.18161742763354,7.5447329155476,8.23061772605192,8.71477170993733,9.36031035511787,10.1268874962698,11.0951954640406,12.1038495971352,13.0318113995822,14.0404655326768,14.8070426738287,15.4122351536855,15.8560429722471,15.5332736496568,14.8070426738287,13.9597732020292,13.5966577141152,13.2738883915249,12.2248880931065,11.014503133393,9.88481050432707,9.0375410325276,8.47269471799463,8.06923306475679,7.98854073410922,8.23061772605192,8.7954640405849,9.19892569382274,9.76377200835571,10.6110414801552,11.7003879438973,12.6283497463444,13.1931960608773,13.5563115487914,13.7983885407341,14.1211578633244,14.2825425246195,13.5966577141152,12.7897344076395,12.3055804237541,12.144195762459,11.8617726051925,11.0548492987168
"24","H24",8.3979895837066,8.57525585460278,8.53093928687873,9.50590377680773,10.8132425246671,12.0319481370783,13.649502859006,14.9346833230033,16.4192883417588,17.6601522380321,18.590800160237,19.2998652438218,19.6987143533382,19.565764650166,18.8788578504433,17.7487853734802,16.9289288705853,15.7766981097601,14.0040354007983,12.4529555304567,11.3893579050797,10.5251848344608,9.74964489928998,9.30647922204953,8.99626324798121,9.06273809956728,9.2843209381875,10.1041774410823,11.699573879148,13.0955457624554,14.5579924973489,15.9096478129323,17.1061951414815,18.4135338893408,19.3884983792698,19.9646137596824,20.2969880176128,20.1861965983027,19.2112321083737,18.3470590377548,17.3277779801017,16.2420220708626,14.4693593619008,13.1841788979035,11.9211567177682,11.1013002148734,10.4808682667367,10.0155443056343
"25","H25",19.2280649167131,17.8965015201473,16.3550721534706,15.0596925448551,14.3866740889821,13.9235216032201,13.6412880572089,13.4965529054083,13.7643129362395,14.350490301032,15.1537703935255,16.0511283346893,16.8254613968227,17.4116387616152,18.1425512782084,18.8010962189012,19.7491114631953,20.5379180405087,21.2615937995118,21.7754035884041,22.1806620134458,22.3543441956066,22.1010576799555,21.4135657089025,20.4583137070184,19.2280649167131,17.4622960647454,16.1596796985398,14.9656146961846,14.0754935126108,13.655761572389,13.4603691174581,13.7860232090095,14.4735151800625,15.2478482421959,16.2827045775703,17.2090095490943,18.0122896415878,18.7649124309511,19.6477968569349,20.4872607373785,21.4497494968527,22.224082558986,22.5424998929474,22.8174966813686,22.687235044748,22.5859204384876,21.7464565580439
"26","H26",12.7143899473044,12.1466828806918,11.7384677746251,11.2606945007431,11.2058910957979,11.2325901905148,11.4932576678827,12.1958654235914,12.746709904067,13.7057694906094,14.5538170517498,15.3266855830293,15.8438048912309,16.1536549114984,16.4592892852317,16.6679637886772,16.603323875152,16.3553033373868,15.9990812052425,15.4840697203081,14.9992703688691,14.7610863396838,14.1406836913931,12.942034860154,11.9583840021619,11.1658424537225,10.6480205377652,10.3430887717876,10.2531549790569,10.2011620051344,10.3620591811917,10.8025942440211,11.7405755978922,12.6420213484664,13.3010674233212,13.928496149169,14.3451425483043,14.5805161464667,14.8538305634374,15.05969463586,15.1742197000405,15.2402648290772,15.1482232130793,14.6936359951358,14.0451290366167,13.5800027023375,12.9581948385353,11.8269963518443
"27","H27",13.9247958600759,12.8268647019949,11.7819371170626,11.1383223002565,10.5325671785566,10.4947074834504,11.2367575075327,11.9712355925938,12.2968289705075,12.8571524580799,13.8490764698635,15.0075831401145,16.4008199200242,17.5063230171265,18.4452434557613,19.1418618457161,19.7930486015435,20.1110700404359,19.9672031990322,19.656753699161,18.8995597970362,17.9076357852526,17.0747224929153,15.6057663227931,14.2958208721171,13.0691667506749,12.0318111047638,11.4109121050214,11.0171712759165,10.9868835198315,11.5850667025102,12.25139733638,12.7284294947187,13.409904006631,14.4624035305846,16.241809200578,17.0671505538941,17.9454954803589,18.3392363094638,18.7556929556325,19.0888582725674,18.9828511262699,18.8541281629087,18.1802255900176,17.1352980050853,16.5598306394704,15.908643883643,14.8637162987108
"28","H28",20.0690837462268,19.1647024813946,17.7240549389231,16.1516131417776,14.6018944919898,13.5384511956544,12.8794799222841,12.4704632698475,12.4295616046038,13.0703543600879,14.0792621027651,15.3426690958473,16.5197281289707,17.5831714253061,18.6966056458281,19.9872804157395,21.2779551856508,22.5459068082045,23.6593410287266,24.2683213779101,24.4546511862424,23.8502154665304,22.4322910714166,21.0552683415464,20.6644302069958,19.7645935716351,18.4602849133092,16.84694145092,15.2245087295878,14.1156191385372,13.3975676820373,12.9930956590721,12.9612832527715,13.4930049009392,14.4019307952429,15.5653559399517,16.7787720088472,17.9558310419706,19.3419430307838,20.7553227964261,22.0187297895084,23.1503425279165,24.0365452748627,24.6046239588025,24.7000611777044,24.2501428600241,22.7822275407235,21.3552138866666
"29","H29",16.4530452120386,15.1623466703792,14.2615466465128,13.653170510991,13.0078212401613,12.6548958576763,12.8397615342161,13.3977197579542,13.8615645463631,14.9405078585315,16.0295347530566,17.1857855299599,18.1403646597288,18.9134393070769,19.5352602190743,20.1268303840015,20.4696721841298,20.5873139782915,20.5772303959347,20.251194566401,19.4445079778639,18.2815348127228,17.5891288242284,16.5269914826545,14.8699227820345,13.6565317051099,12.5406152576335,11.925516733874,11.4045316454437,11.1558032806448,11.4583107513462,12.100298828057,12.7859824283136,13.8682869346009,15.0144541291474,16.3051526708068,17.4042631476887,18.4361497421924,19.2125855836594,19.8579348544891,20.1604423251906,20.2478333722821,20.2209438193308,20.1537199369528,19.4411467837449,18.4798452657382,17.7773556948871,16.617743723865
"30","H30",19.5974016957066,18.2928158956301,17.2438430682849,16.4862515818689,16.0092236860003,15.9069784969078,16.3822615943277,17.2588483349435,18.0326664469322,19.0894908672965,20.1215391496895,21.2357674390153,22.2231488811222,22.9266516156292,23.5800786346591,23.6397507416039,23.540646189719,23.5085418982633,23.5200575680246,23.211926161988,22.4468320422427,21.6803420837385,21.0647771910448,19.6605633995488,18.244136018912,17.0067249591095,15.9671740433871,15.1970200081407,14.6742783929167,14.5032881449463,14.9021490703141,15.5470265769455,16.5284757043269,17.5654094223762,18.4583972684096,19.6176413577113,20.6941820005456,21.5072580776296,22.1334662408601,22.6567312956187,23.0275009659628,23.2623508371548,23.1899417015347,22.6446921863228,21.567453624109,20.5231917525752,19.8039858320301,18.4768921319656
"31","H31",22.2876807500849,20.4151070544093,19.134249625206,18.1682873779331,17.5176682431481,17.224497693257,17.3879923467486,18.0885557386961,18.9078207283841,20.123952192027,21.4018980726065,22.6285559043509,23.961821208783,25.0424536787788,25.9069596547754,26.6238725120721,27.1519826393778,27.4017039251903,27.2659809662644,26.7432460056488,26.0366355511749,25.0411098871063,24.3727974952995,23.4169136855706,21.5812942608897,19.8184635518044,18.5109542544292,17.6159890005218,17.0079232687004,16.7225915035657,16.8733201361682,17.5557423405366,18.471760330647,19.7331327805985,21.100888737959,22.4343780076698,23.5866793668674,24.6072891421567,25.4379763610612,26.149290086389,26.5517556923128,26.8137950684568,26.8216338532133,26.5145774560394,25.7096462441917,24.4505134470277,23.5956379780176,22.5765959596796
"32","H32",22.0307682263438,20.2073436546964,18.9495117086666,18.0075769161306,17.3836980275677,17.1018611594165,17.2673653628415,17.967280240514,18.7924026459951,19.9897895786001,21.2425844401779,22.4279783145637,23.7347419381279,24.7865331439518,25.6318038872411,26.3266816804616,26.8402244334078,27.087041571559,26.9359290379971,26.39935961327,25.7087993210084,24.7721414740888,24.1432255010739,23.2219187686748,21.4476657357262,19.7235436861339,18.4508403479122,17.5894989066092,16.9874473840053,16.722400797361,16.8588817998955,17.5252161145543,18.4366885392136,19.673652563942,21.0103988330541,22.298213424632,23.3938992235382,24.3614991606633,25.1484836410073,25.819135456625,26.192599289571,26.4327003151194,26.4307814258043,26.1048101034064,25.3103899269665,24.0938141012108,23.2691714180585,22.2931763401799
"33","H33",24.5234438156831,23.5590612963051,22.0642683912692,20.5895667887203,19.4323077654667,18.6005278425032,17.8692044319749,17.3789766512911,17.250392315374,17.3749583907937,17.358885348804,18.1022635408246,19.5448190593942,21.2525797707927,22.8880117932379,24.2903847068334,25.7731228303771,26.7575966522421,28.0072756669361,28.8832564553712,29.1564981691949,28.6582338675163,28.232298254791,27.1192400970089,26.4883731989158,25.2186028817347,23.4505682628751,21.7548623329688,20.3524894193732,19.3077416900471,18.4277426411147,17.8611679109801,17.8049122640164,17.8973322554567,17.7566931380475,18.8536782538399,20.3846355033525,22.1044509962433,23.9568690855485,25.1904750582529,26.5165010223976,27.5371391887394,28.2805173807599,28.9716581863141,29.1886442531742,28.6100147415474,27.159422701983,26.283441913548
"34","H34",38.4090818991857,36.1811125303045,33.3616609019267,30.6405253595779,28.8771787843495,27.7402008217247,27.0718100110603,26.7348395549128,27.2018409635502,28.0954073260872,29.4179172575085,31.2914729936887,33.1222136601466,34.8752529037752,36.4364172053151,37.9397018755637,39.5476456051335,40.894734558062,42.1720508047765,43.0489668624215,43.4953536078593,43.2107126813723,42.525671565816,41.1516249763956,39.8299079166359,37.7200764253217,34.7713867161156,31.9979216441062,29.8722327195615,28.5449655581711,26.0458340810488,27.3168073544711,27.6926285220333,28.5552728897709,29.9316980941758,31.9598638043531,33.8429340004715,35.6411669288069,37.226910251854,38.7420879970256,40.2580586138586,41.4481589778055,42.3623400035421,42.9887086161457,43.2559063660792,42.7500542460271,41.4981098924814,40.1454708379223
"35","H35",24.1140664696428,22.8698086794214,20.8369367968061,19.645253279411,18.9267382174522,18.3484212163634,18.2783221859283,18.4009954891896,19.0318867631047,20.0833722196298,21.2049567065899,22.2213926478975,23.3079276196402,23.9037693783377,24.3944625913828,25.0604033805154,25.7789184424742,26.4623839892155,26.7778296261731,27.3035723544356,27.1458495359569,27.0932752631306,26.6551563229118,25.796443200083,25.0779281381241,23.4306009229014,21.3626795250687,19.995748431586,19.364857157671,18.6463420957121,18.4535697620159,18.5587183076684,18.8916887022347,20.0132731891948,21.2750557370249,22.3440659511588,23.1326800435527,23.9037693783377,24.7099082283403,25.6036708663867,26.1644631098667,26.9180276870431,27.4963446881319,27.8293150826982,27.6540675066107,27.4437704153056,27.1808990511744,26.1819878674755
